disp,fvg_min,tp,sl,be_trigger,large_pm,mbp,date,setup_ts,entry,exit,pnl,result,mfe,mae,bars
10,2,25,12,8,true,false,2024-07-16,2024-07-16 10:48:00,20503.625,20503.625,0.0,BE,12.625,-3.375,28
10,2,25,12,8,true,false,2024-07-18,2024-07-18 08:50:00,19936.25,19936.25,0.0,BE,19.5,-0.5,17
10,2,25,12,8,true,false,2024-10-03,2024-10-03 09:06:00,19952.625,19952.625,0.0,BE,11.875,-7.375,2
10,2,25,12,8,true,false,2024-11-04,2024-11-04 08:45:00,20105.25,20105.25,0.0,BE,30.75,-2.25,5
10,2,25,12,8,true,false,2025-08-05,2025-08-05 09:13:00,23181.125,23181.125,0.0,BE,12.125,-4.625,4
10,2,25,12,8,true,false,2026-03-13,2026-03-13 09:09:00,24509.125,24509.125,0.0,BE,22.125,-7.875,14
10,2,25,12,10,false,false,2018-03-02,2018-03-02 08:31:00,6675.0,6675.0,0.0,BE,11.0,-8.75,8
10,2,25,12,10,false,false,2020-11-18,2020-11-18 09:20:00,11943.375,11968.375,25.0,WIN,29.625,-7.125,29
10,2,25,12,10,false,false,2020-12-21,2020-12-21 08:31:00,12589.125,12589.125,0.0,BE,12.375,-5.625,17
10,2,25,12,10,false,false,2021-02-16,2021-02-16 08:42:00,13837.25,13825.25,-12.0,LOSS,9.75,-13.25,32
10,2,25,12,10,false,false,2021-02-18,2021-02-18 10:15:00,13531.625,13531.625,0.0,BE,10.375,-3.625,24
10,2,25,12,10,false,false,2021-03-24,2021-03-24 08:53:00,12977.5,12977.5,0.0,BE,10.25,-6.5,57
10,2,25,12,10,false,false,2022-02-11,2022-02-11 09:20:00,14613.25,14613.25,0.0,BE,28.75,-1.5,38
10,2,25,12,10,false,false,2022-02-16,2022-02-16 09:01:00,14416.5,14416.5,0.0,BE,14.0,-6.0,1
10,2,25,12,10,false,false,2022-02-17,2022-02-17 10:13:00,14373.625,14398.625,25.0,WIN,30.375,-0.125,5
10,2,25,12,10,false,false,2022-09-15,2022-09-15 11:00:00,12066.25,12066.25,0.0,BE,15.75,-14.0,61
10,2,25,12,10,false,false,2022-11-16,2022-11-16 08:53:00,11761.0,11761.0,0.0,BE,10.5,-5.25,14
10,2,25,12,10,false,false,2023-06-23,2023-06-23 08:30:00,15043.0,15043.0,0.0,BE,16.75,-0.5,21
10,2,25,12,10,false,false,2023-08-09,2023-08-09 09:03:00,15207.875,15195.875,-12.0,LOSS,4.375,-14.875,9
10,2,25,12,10,false,false,2023-08-25,2023-08-25 09:25:00,14797.75,14797.75,0.0,BE,23.5,-3.75,32
10,2,25,12,10,false,false,2023-12-04,2023-12-04 08:34:00,15855.25,15855.25,0.0,BE,20.75,-9.75,1
10,2,25,12,10,false,false,2024-01-03,2024-01-03 08:35:00,16605.125,16605.125,0.0,BE,13.375,-0.375,2
10,2,25,12,10,false,false,2024-04-17,2024-04-17 09:01:00,17811.25,17811.25,0.0,BE,24.0,-0.5,5
10,2,25,12,10,false,false,2024-07-16,2024-07-16 10:48:00,20503.625,20503.625,0.0,BE,12.625,-3.375,28
10,2,25,12,10,false,false,2024-07-18,2024-07-18 08:50:00,19936.25,19936.25,0.0,BE,19.5,-0.5,17
10,2,25,12,10,false,false,2024-10-03,2024-10-03 09:06:00,19952.625,19952.625,0.0,BE,11.875,-7.375,2
10,2,25,12,10,false,false,2024-11-04,2024-11-04 08:45:00,20105.25,20105.25,0.0,BE,30.75,-2.25,5
10,2,25,12,10,false,false,2025-02-18,2025-02-18 08:52:00,22188.875,22188.875,0.0,BE,15.125,-4.625,8
10,2,25,12,10,false,false,2025-08-05,2025-08-05 09:13:00,23181.125,23181.125,0.0,BE,12.125,-4.625,4
10,2,25,12,10,false,false,2025-12-11,2025-12-11 09:08:00,25497.25,25497.25,0.0,BE,21.5,0.0,40
10,2,25,12,10,false,false,2026-03-13,2026-03-13 09:09:00,24509.125,24509.125,0.0,BE,22.125,-7.875,14
10,2,25,12,10,true,false,2021-03-24,2021-03-24 08:53:00,12977.5,12977.5,0.0,BE,10.25,-6.5,57
10,2,25,12,10,true,false,2022-02-11,2022-02-11 09:20:00,14613.25,14613.25,0.0,BE,28.75,-1.5,38
10,2,25,12,10,true,false,2022-02-16,2022-02-16 09:01:00,14416.5,14416.5,0.0,BE,14.0,-6.0,1
10,2,25,12,10,true,false,2022-02-17,2022-02-17 10:13:00,14373.625,14398.625,25.0,WIN,30.375,-0.125,5
10,2,25,12,10,true,false,2022-09-15,2022-09-15 11:00:00,12066.25,12066.25,0.0,BE,15.75,-14.0,61
10,2,25,12,10,true,false,2022-11-16,2022-11-16 08:53:00,11761.0,11761.0,0.0,BE,10.5,-5.25,14
10,2,25,12,10,true,false,2023-06-23,2023-06-23 08:30:00,15043.0,15043.0,0.0,BE,16.75,-0.5,21
10,2,25,12,10,true,false,2023-08-09,2023-08-09 09:03:00,15207.875,15195.875,-12.0,LOSS,4.375,-14.875,9
10,2,25,12,10,true,false,2023-08-25,2023-08-25 09:25:00,14797.75,14797.75,0.0,BE,23.5,-3.75,32
10,2,25,12,10,true,false,2023-12-04,2023-12-04 08:34:00,15855.25,15855.25,0.0,BE,20.75,-9.75,1
10,2,25,12,10,true,false,2024-04-17,2024-04-17 09:01:00,17811.25,17811.25,0.0,BE,24.0,-0.5,5
10,2,25,12,10,true,false,2024-07-16,2024-07-16 10:48:00,20503.625,20503.625,0.0,BE,12.625,-3.375,28
10,2,25,12,10,true,false,2024-07-18,2024-07-18 08:50:00,19936.25,19936.25,0.0,BE,19.5,-0.5,17
10,2,25,12,10,true,false,2024-10-03,2024-10-03 09:06:00,19952.625,19952.625,0.0,BE,11.875,-7.375,2
10,2,25,12,10,true,false,2024-11-04,2024-11-04 08:45:00,20105.25,20105.25,0.0,BE,30.75,-2.25,5
10,2,25,12,10,true,false,2025-08-05,2025-08-05 09:13:00,23181.125,23181.125,0.0,BE,12.125,-4.625,4
10,2,25,12,10,true,false,2026-03-13,2026-03-13 09:09:00,24509.125,24509.125,0.0,BE,22.125,-7.875,14
10,2,25,12,12,false,false,2018-03-02,2018-03-02 08:31:00,6675.0,6675.0,0.0,BE,13.5,-10.5,11
10,2,25,12,12,false,false,2020-11-18,2020-11-18 09:20:00,11943.375,11968.375,25.0,WIN,29.625,-7.125,29
10,2,25,12,12,false,false,2020-12-21,2020-12-21 08:31:00,12589.125,12589.125,0.0,BE,12.375,-5.625,17
10,2,25,12,12,false,false,2021-02-16,2021-02-16 08:42:00,13837.25,13825.25,-12.0,LOSS,9.75,-13.25,32
10,2,25,12,12,false,false,2021-02-18,2021-02-18 10:15:00,13531.625,13519.625,-12.0,LOSS,10.375,-12.375,32
10,2,25,12,12,false,false,2021-03-24,2021-03-24 08:53:00,12977.5,12965.5,-12.0,LOSS,10.25,-15.5,61
10,2,25,12,12,false,false,2022-02-11,2022-02-11 09:20:00,14613.25,14613.25,0.0,BE,28.75,-1.5,38
10,2,25,12,12,false,false,2022-02-16,2022-02-16 09:01:00,14416.5,14416.5,0.0,BE,14.0,-6.0,1
10,2,25,12,12,false,false,2022-02-17,2022-02-17 10:13:00,14373.625,14398.625,25.0,WIN,30.375,-0.125,5
10,2,25,12,12,false,false,2022-09-15,2022-09-15 11:00:00,12066.25,12066.25,0.0,BE,15.75,-14.0,61
10,2,25,12,12,false,false,2022-11-16,2022-11-16 08:53:00,11761.0,11761.0,0.0,BE,12.25,-7.75,17
10,2,25,12,12,false,false,2023-06-23,2023-06-23 08:30:00,15043.0,15043.0,0.0,BE,16.75,-0.5,21
10,2,25,12,12,false,false,2023-08-09,2023-08-09 09:03:00,15207.875,15195.875,-12.0,LOSS,4.375,-14.875,9
10,2,25,12,12,false,false,2023-08-25,2023-08-25 09:25:00,14797.75,14797.75,0.0,BE,23.5,-3.75,32
10,2,25,12,12,false,false,2023-12-04,2023-12-04 08:34:00,15855.25,15855.25,0.0,BE,20.75,-9.75,1
10,2,25,12,12,false,false,2024-01-03,2024-01-03 08:35:00,16605.125,16605.125,0.0,BE,13.375,-0.375,2
10,2,25,12,12,false,false,2024-04-17,2024-04-17 09:01:00,17811.25,17811.25,0.0,BE,24.0,-0.5,5
10,2,25,12,12,false,false,2024-07-16,2024-07-16 10:48:00,20503.625,20503.625,0.0,BE,12.625,-3.375,28
10,2,25,12,12,false,false,2024-07-18,2024-07-18 08:50:00,19936.25,19936.25,0.0,BE,19.5,-0.5,17
10,2,25,12,12,false,false,2024-10-03,2024-10-03 09:06:00,19952.625,19952.625,0.0,BE,21.375,-7.375,7
10,2,25,12,12,false,false,2024-11-04,2024-11-04 08:45:00,20105.25,20105.25,0.0,BE,30.75,-2.25,5
10,2,25,12,12,false,false,2025-02-18,2025-02-18 08:52:00,22188.875,22188.875,0.0,BE,15.125,-4.625,8
10,2,25,12,12,false,false,2025-08-05,2025-08-05 09:13:00,23181.125,23181.125,0.0,BE,12.125,-4.625,4
10,2,25,12,12,false,false,2025-12-11,2025-12-11 09:08:00,25497.25,25497.25,0.0,BE,21.5,0.0,40
10,2,25,12,12,false,false,2026-03-13,2026-03-13 09:09:00,24509.125,24509.125,0.0,BE,22.125,-7.875,14
10,2,25,12,12,true,false,2021-03-24,2021-03-24 08:53:00,12977.5,12965.5,-12.0,LOSS,10.25,-15.5,61
10,2,25,12,12,true,false,2022-02-11,2022-02-11 09:20:00,14613.25,14613.25,0.0,BE,28.75,-1.5,38
10,2,25,12,12,true,false,2022-02-16,2022-02-16 09:01:00,14416.5,14416.5,0.0,BE,14.0,-6.0,1
10,2,25,12,12,true,false,2022-02-17,2022-02-17 10:13:00,14373.625,14398.625,25.0,WIN,30.375,-0.125,5
10,2,25,12,12,true,false,2022-09-15,2022-09-15 11:00:00,12066.25,12066.25,0.0,BE,15.75,-14.0,61
10,2,25,12,12,true,false,2022-11-16,2022-11-16 08:53:00,11761.0,11761.0,0.0,BE,12.25,-7.75,17
10,2,25,12,12,true,false,2023-06-23,2023-06-23 08:30:00,15043.0,15043.0,0.0,BE,16.75,-0.5,21
10,2,25,12,12,true,false,2023-08-09,2023-08-09 09:03:00,15207.875,15195.875,-12.0,LOSS,4.375,-14.875,9
10,2,25,12,12,true,false,2023-08-25,2023-08-25 09:25:00,14797.75,14797.75,0.0,BE,23.5,-3.75,32
10,2,25,12,12,true,false,2023-12-04,2023-12-04 08:34:00,15855.25,15855.25,0.0,BE,20.75,-9.75,1
10,2,25,12,12,true,false,2024-04-17,2024-04-17 09:01:00,17811.25,17811.25,0.0,BE,24.0,-0.5,5
10,2,25,12,12,true,false,2024-07-16,2024-07-16 10:48:00,20503.625,20503.625,0.0,BE,12.625,-3.375,28
10,2,25,12,12,true,false,2024-07-18,2024-07-18 08:50:00,19936.25,19936.25,0.0,BE,19.5,-0.5,17
10,2,25,12,12,true,false,2024-10-03,2024-10-03 09:06:00,19952.625,19952.625,0.0,BE,21.375,-7.375,7
10,2,25,12,12,true,false,2024-11-04,2024-11-04 08:45:00,20105.25,20105.25,0.0,BE,30.75,-2.25,5
10,2,25,12,12,true,false,2025-08-05,2025-08-05 09:13:00,23181.125,23181.125,0.0,BE,12.125,-4.625,4
10,2,25,12,12,true,false,2026-03-13,2026-03-13 09:09:00,24509.125,24509.125,0.0,BE,22.125,-7.875,14
10,2,25,15,8,false,false,2018-03-02,2018-03-02 08:31:00,6675.0,6675.0,0.0,BE,8.75,-4.5,6
10,2,25,15,8,false,false,2020-11-18,2020-11-18 09:20:00,11943.375,11968.375,25.0,WIN,29.625,-7.125,29
10,2,25,15,8,false,false,2020-12-21,2020-12-21 08:31:00,12589.125,12589.125,0.0,BE,12.375,-5.625,17
10,2,25,15,8,false,false,2021-02-16,2021-02-16 08:42:00,13837.25,13837.25,0.0,BE,9.75,-1.25,29
10,2,25,15,8,false,false,2021-02-18,2021-02-18 10:15:00,13531.625,13531.625,0.0,BE,10.375,-3.625,24
10,2,25,15,8,false,false,2021-03-24,2021-03-24 08:53:00,12977.5,12977.5,0.0,BE,10.25,-6.5,57
10,2,25,15,8,false,false,2022-02-11,2022-02-11 09:20:00,14613.25,14613.25,0.0,BE,28.75,-1.5,38
10,2,25,15,8,false,false,2022-02-16,2022-02-16 09:01:00,14416.5,14416.5,0.0,BE,14.0,-6.0,1
10,2,25,15,8,false,false,2022-02-17,2022-02-17 10:13:00,14373.625,14373.625,0.0,BE,8.375,-0.125,3
10,2,25,15,8,false,false,2022-09-15,2022-09-15 11:00:00,12066.25,12066.25,0.0,BE,15.75,-14.0,61
10,2,25,15,8,false,false,2022-11-16,2022-11-16 08:53:00,11761.0,11761.0,0.0,BE,10.5,-5.25,14
10,2,25,15,8,false,false,2023-06-23,2023-06-23 08:30:00,15043.0,15043.0,0.0,BE,16.75,-0.5,21
10,2,25,15,8,false,false,2023-08-09,2023-08-09 09:03:00,15207.875,15192.875,-15.0,LOSS,4.375,-24.625,10
10,2,25,15,8,false,false,2023-08-25,2023-08-25 09:25:00,14797.75,14797.75,0.0,BE,23.5,-3.75,32
10,2,25,15,8,false,false,2023-12-04,2023-12-04 08:34:00,15855.25,15855.25,0.0,BE,20.75,-9.75,1
10,2,25,15,8,false,false,2024-01-03,2024-01-03 08:35:00,16605.125,16605.125,0.0,BE,13.375,-0.375,2
10,2,25,15,8,false,false,2024-04-17,2024-04-17 09:01:00,17811.25,17811.25,0.0,BE,24.0,-0.5,5
10,2,25,15,8,false,false,2024-07-16,2024-07-16 10:48:00,20503.625,20503.625,0.0,BE,12.625,-3.375,28
10,2,25,15,8,false,false,2024-07-18,2024-07-18 08:50:00,19936.25,19936.25,0.0,BE,19.5,-0.5,17
10,2,25,15,8,false,false,2024-10-03,2024-10-03 09:06:00,19952.625,19952.625,0.0,BE,11.875,-7.375,2
10,2,25,15,8,false,false,2024-11-04,2024-11-04 08:45:00,20105.25,20105.25,0.0,BE,30.75,-2.25,5
10,2,25,15,8,false,false,2025-02-18,2025-02-18 08:52:00,22188.875,22188.875,0.0,BE,15.125,-4.625,8
10,2,25,15,8,false,false,2025-08-05,2025-08-05 09:13:00,23181.125,23181.125,0.0,BE,12.125,-4.625,4
10,2,25,15,8,false,false,2025-12-11,2025-12-11 09:08:00,25497.25,25497.25,0.0,BE,21.5,0.0,40
10,2,25,15,8,false,false,2026-03-13,2026-03-13 09:09:00,24509.125,24509.125,0.0,BE,22.125,-7.875,14
10,2,25,15,8,true,false,2021-03-24,2021-03-24 08:53:00,12977.5,12977.5,0.0,BE,10.25,-6.5,57
10,2,25,15,8,true,false,2022-02-11,2022-02-11 09:20:00,14613.25,14613.25,0.0,BE,28.75,-1.5,38
10,2,25,15,8,true,false,2022-02-16,2022-02-16 09:01:00,14416.5,14416.5,0.0,BE,14.0,-6.0,1
10,2,25,15,8,true,false,2022-02-17,2022-02-17 10:13:00,14373.625,14373.625,0.0,BE,8.375,-0.125,3
10,2,25,15,8,true,false,2022-09-15,2022-09-15 11:00:00,12066.25,12066.25,0.0,BE,15.75,-14.0,61
10,2,25,15,8,true,false,2022-11-16,2022-11-16 08:53:00,11761.0,11761.0,0.0,BE,10.5,-5.25,14
10,2,25,15,8,true,false,2023-06-23,2023-06-23 08:30:00,15043.0,15043.0,0.0,BE,16.75,-0.5,21
10,2,25,15,8,true,false,2023-08-09,2023-08-09 09:03:00,15207.875,15192.875,-15.0,LOSS,4.375,-24.625,10
10,2,25,15,8,true,false,2023-08-25,2023-08-25 09:25:00,14797.75,14797.75,0.0,BE,23.5,-3.75,32
10,2,25,15,8,true,false,2023-12-04,2023-12-04 08:34:00,15855.25,15855.25,0.0,BE,20.75,-9.75,1
10,2,25,15,8,true,false,2024-04-17,2024-04-17 09:01:00,17811.25,17811.25,0.0,BE,24.0,-0.5,5
10,2,25,15,8,true,false,2024-07-16,2024-07-16 10:48:00,20503.625,20503.625,0.0,BE,12.625,-3.375,28
10,2,25,15,8,true,false,2024-07-18,2024-07-18 08:50:00,19936.25,19936.25,0.0,BE,19.5,-0.5,17
10,2,25,15,8,true,false,2024-10-03,2024-10-03 09:06:00,19952.625,19952.625,0.0,BE,11.875,-7.375,2
10,2,25,15,8,true,false,2024-11-04,2024-11-04 08:45:00,20105.25,20105.25,0.0,BE,30.75,-2.25,5
10,2,25,15,8,true,false,2025-08-05,2025-08-05 09:13:00,23181.125,23181.125,0.0,BE,12.125,-4.625,4
10,2,25,15,8,true,false,2026-03-13,2026-03-13 09:09:00,24509.125,24509.125,0.0,BE,22.125,-7.875,14
10,2,25,15,10,false,false,2018-03-02,2018-03-02 08:31:00,6675.0,6675.0,0.0,BE,11.0,-8.75,8
10,2,25,15,10,false,false,2020-11-18,2020-11-18 09:20:00,11943.375,11968.375,25.0,WIN,29.625,-7.125,29
10,2,25,15,10,false,false,2020-12-21,2020-12-21 08:31:00,12589.125,12589.125,0.0,BE,12.375,-5.625,17
10,2,25,15,10,false,false,2021-02-16,2021-02-16 08:42:00,13837.25,13822.25,-15.0,LOSS,9.75,-16.25,34
10,2,25,15,10,false,false,2021-02-18,2021-02-18 10:15:00,13531.625,13531.625,0.0,BE,10.375,-3.625,24
10,2,25,15,10,false,false,2021-03-24,2021-03-24 08:53:00,12977.5,12977.5,0.0,BE,10.25,-6.5,57
10,2,25,15,10,false,false,2022-02-11,2022-02-11 09:20:00,14613.25,14613.25,0.0,BE,28.75,-1.5,38
10,2,25,15,10,false,false,2022-02-16,2022-02-16 09:01:00,14416.5,14416.5,0.0,BE,14.0,-6.0,1
10,2,25,15,10,false,false,2022-02-17,2022-02-17 10:13:00,14373.625,14398.625,25.0,WIN,30.375,-0.125,5
10,2,25,15,10,false,false,2022-09-15,2022-09-15 11:00:00,12066.25,12066.25,0.0,BE,15.75,-14.0,61
10,2,25,15,10,false,false,2022-11-16,2022-11-16 08:53:00,11761.0,11761.0,0.0,BE,10.5,-5.25,14
10,2,25,15,10,false,false,2023-06-23,2023-06-23 08:30:00,15043.0,15043.0,0.0,BE,16.75,-0.5,21
10,2,25,15,10,false,false,2023-08-09,2023-08-09 09:03:00,15207.875,15192.875,-15.0,LOSS,4.375,-24.625,10
10,2,25,15,10,false,false,2023-08-25,2023-08-25 09:25:00,14797.75,14797.75,0.0,BE,23.5,-3.75,32
10,2,25,15,10,false,false,2023-12-04,2023-12-04 08:34:00,15855.25,15855.25,0.0,BE,20.75,-9.75,1
10,2,25,15,10,false,false,2024-01-03,2024-01-03 08:35:00,16605.125,16605.125,0.0,BE,13.375,-0.375,2
10,2,25,15,10,false,false,2024-04-17,2024-04-17 09:01:00,17811.25,17811.25,0.0,BE,24.0,-0.5,5
10,2,25,15,10,false,false,2024-07-16,2024-07-16 10:48:00,20503.625,20503.625,0.0,BE,12.625,-3.375,28
10,2,25,15,10,false,false,2024-07-18,2024-07-18 08:50:00,19936.25,19936.25,0.0,BE,19.5,-0.5,17
10,2,25,15,10,false,false,2024-10-03,2024-10-03 09:06:00,19952.625,19952.625,0.0,BE,11.875,-7.375,2
10,2,25,15,10,false,false,2024-11-04,2024-11-04 08:45:00,20105.25,20105.25,0.0,BE,30.75,-2.25,5
10,2,25,15,10,false,false,2025-02-18,2025-02-18 08:52:00,22188.875,22188.875,0.0,BE,15.125,-4.625,8
10,2,25,15,10,false,false,2025-08-05,2025-08-05 09:13:00,23181.125,23181.125,0.0,BE,12.125,-4.625,4
10,2,25,15,10,false,false,2025-12-11,2025-12-11 09:08:00,25497.25,25497.25,0.0,BE,21.5,0.0,40
10,2,25,15,10,false,false,2026-03-13,2026-03-13 09:09:00,24509.125,24509.125,0.0,BE,22.125,-7.875,14
10,2,25,15,10,true,false,2021-03-24,2021-03-24 08:53:00,12977.5,12977.5,0.0,BE,10.25,-6.5,57
10,2,25,15,10,true,false,2022-02-11,2022-02-11 09:20:00,14613.25,14613.25,0.0,BE,28.75,-1.5,38
10,2,25,15,10,true,false,2022-02-16,2022-02-16 09:01:00,14416.5,14416.5,0.0,BE,14.0,-6.0,1
10,2,25,15,10,true,false,2022-02-17,2022-02-17 10:13:00,14373.625,14398.625,25.0,WIN,30.375,-0.125,5
10,2,25,15,10,true,false,2022-09-15,2022-09-15 11:00:00,12066.25,12066.25,0.0,BE,15.75,-14.0,61
10,2,25,15,10,true,false,2022-11-16,2022-11-16 08:53:00,11761.0,11761.0,0.0,BE,10.5,-5.25,14
10,2,25,15,10,true,false,2023-06-23,2023-06-23 08:30:00,15043.0,15043.0,0.0,BE,16.75,-0.5,21
10,2,25,15,10,true,false,2023-08-09,2023-08-09 09:03:00,15207.875,15192.875,-15.0,LOSS,4.375,-24.625,10
10,2,25,15,10,true,false,2023-08-25,2023-08-25 09:25:00,14797.75,14797.75,0.0,BE,23.5,-3.75,32
10,2,25,15,10,true,false,2023-12-04,2023-12-04 08:34:00,15855.25,15855.25,0.0,BE,20.75,-9.75,1
10,2,25,15,10,true,false,2024-04-17,2024-04-17 09:01:00,17811.25,17811.25,0.0,BE,24.0,-0.5,5
10,2,25,15,10,true,false,2024-07-16,2024-07-16 10:48:00,20503.625,20503.625,0.0,BE,12.625,-3.375,28
10,2,25,15,10,true,false,2024-07-18,2024-07-18 08:50:00,19936.25,19936.25,0.0,BE,19.5,-0.5,17
10,2,25,15,10,true,false,2024-10-03,2024-10-03 09:06:00,19952.625,19952.625,0.0,BE,11.875,-7.375,2
10,2,25,15,10,true,false,2024-11-04,2024-11-04 08:45:00,20105.25,20105.25,0.0,BE,30.75,-2.25,5
10,2,25,15,10,true,false,2025-08-05,2025-08-05 09:13:00,23181.125,23181.125,0.0,BE,12.125,-4.625,4
10,2,25,15,10,true,false,2026-03-13,2026-03-13 09:09:00,24509.125,24509.125,0.0,BE,22.125,-7.875,14
10,2,25,15,12,false,false,2018-03-02,2018-03-02 08:31:00,6675.0,6675.0,0.0,BE,13.5,-10.5,11
10,2,25,15,12,false,false,2020-11-18,2020-11-18 09:20:00,11943.375,11968.375,25.0,WIN,29.625,-7.125,29
10,2,25,15,12,false,false,2020-12-21,2020-12-21 08:31:00,12589.125,12589.125,0.0,BE,12.375,-5.625,17
10,2,25,15,12,false,false,2021-02-16,2021-02-16 08:42:00,13837.25,13822.25,-15.0,LOSS,9.75,-16.25,34
10,2,25,15,12,false,false,2021-02-18,2021-02-18 10:15:00,13531.625,13516.625,-15.0,LOSS,10.375,-15.625,46
10,2,25,15,12,false,false,2021-03-24,2021-03-24 08:53:00,12977.5,12962.5,-15.0,LOSS,10.25,-15.5,61
10,2,25,15,12,false,false,2022-02-11,2022-02-11 09:20:00,14613.25,14613.25,0.0,BE,28.75,-1.5,38
10,2,25,15,12,false,false,2022-02-16,2022-02-16 09:01:00,14416.5,14416.5,0.0,BE,14.0,-6.0,1
10,2,25,15,12,false,false,2022-02-17,2022-02-17 10:13:00,14373.625,14398.625,25.0,WIN,30.375,-0.125,5
10,2,25,15,12,false,false,2022-09-15,2022-09-15 11:00:00,12066.25,12066.25,0.0,BE,15.75,-14.0,61
10,2,25,15,12,false,false,2022-11-16,2022-11-16 08:53:00,11761.0,11761.0,0.0,BE,12.25,-7.75,17
10,2,25,15,12,false,false,2023-06-23,2023-06-23 08:30:00,15043.0,15043.0,0.0,BE,16.75,-0.5,21
10,2,25,15,12,false,false,2023-08-09,2023-08-09 09:03:00,15207.875,15192.875,-15.0,LOSS,4.375,-24.625,10
10,2,25,15,12,false,false,2023-08-25,2023-08-25 09:25:00,14797.75,14797.75,0.0,BE,23.5,-3.75,32
10,2,25,15,12,false,false,2023-12-04,2023-12-04 08:34:00,15855.25,15855.25,0.0,BE,20.75,-9.75,1
10,2,25,15,12,false,false,2024-01-03,2024-01-03 08:35:00,16605.125,16605.125,0.0,BE,13.375,-0.375,2
10,2,25,15,12,false,false,2024-04-17,2024-04-17 09:01:00,17811.25,17811.25,0.0,BE,24.0,-0.5,5
10,2,25,15,12,false,false,2024-07-16,2024-07-16 10:48:00,20503.625,20503.625,0.0,BE,12.625,-3.375,28
10,2,25,15,12,false,false,2024-07-18,2024-07-18 08:50:00,19936.25,19936.25,0.0,BE,19.5,-0.5,17
10,2,25,15,12,false,false,2024-10-03,2024-10-03 09:06:00,19952.625,19952.625,0.0,BE,21.375,-7.375,7
10,2,25,15,12,false,false,2024-11-04,2024-11-04 08:45:00,20105.25,20105.25,0.0,BE,30.75,-2.25,5
10,2,25,15,12,false,false,2025-02-18,2025-02-18 08:52:00,22188.875,22188.875,0.0,BE,15.125,-4.625,8
10,2,25,15,12,false,false,2025-08-05,2025-08-05 09:13:00,23181.125,23181.125,0.0,BE,12.125,-4.625,4
10,2,25,15,12,false,false,2025-12-11,2025-12-11 09:08:00,25497.25,25497.25,0.0,BE,21.5,0.0,40
10,2,25,15,12,false,false,2026-03-13,2026-03-13 09:09:00,24509.125,24509.125,0.0,BE,22.125,-7.875,14
10,2,25,15,12,true,false,2021-03-24,2021-03-24 08:53:00,12977.5,12962.5,-15.0,LOSS,10.25,-15.5,61
10,2,25,15,12,true,false,2022-02-11,2022-02-11 09:20:00,14613.25,14613.25,0.0,BE,28.75,-1.5,38
10,2,25,15,12,true,false,2022-02-16,2022-02-16 09:01:00,14416.5,14416.5,0.0,BE,14.0,-6.0,1
10,2,25,15,12,true,false,2022-02-17,2022-02-17 10:13:00,14373.625,14398.625,25.0,WIN,30.375,-0.125,5
10,2,25,15,12,true,false,2022-09-15,2022-09-15 11:00:00,12066.25,12066.25,0.0,BE,15.75,-14.0,61
10,2,25,15,12,true,false,2022-11-16,2022-11-16 08:53:00,11761.0,11761.0,0.0,BE,12.25,-7.75,17
10,2,25,15,12,true,false,2023-06-23,2023-06-23 08:30:00,15043.0,15043.0,0.0,BE,16.75,-0.5,21
10,2,25,15,12,true,false,2023-08-09,2023-08-09 09:03:00,15207.875,15192.875,-15.0,LOSS,4.375,-24.625,10
10,2,25,15,12,true,false,2023-08-25,2023-08-25 09:25:00,14797.75,14797.75,0.0,BE,23.5,-3.75,32
10,2,25,15,12,true,false,2023-12-04,2023-12-04 08:34:00,15855.25,15855.25,0.0,BE,20.75,-9.75,1
10,2,25,15,12,true,false,2024-04-17,2024-04-17 09:01:00,17811.25,17811.25,0.0,BE,24.0,-0.5,5
10,2,25,15,12,true,false,2024-07-16,2024-07-16 10:48:00,20503.625,20503.625,0.0,BE,12.625,-3.375,28
10,2,25,15,12,true,false,2024-07-18,2024-07-18 08:50:00,19936.25,19936.25,0.0,BE,19.5,-0.5,17
10,2,25,15,12,true,false,2024-10-03,2024-10-03 09:06:00,19952.625,19952.625,0.0,BE,21.375,-7.375,7
10,2,25,15,12,true,false,2024-11-04,2024-11-04 08:45:00,20105.25,20105.25,0.0,BE,30.75,-2.25,5
10,2,25,15,12,true,false,2025-08-05,2025-08-05 09:13:00,23181.125,23181.125,0.0,BE,12.125,-4.625,4
10,2,25,15,12,true,false,2026-03-13,2026-03-13 09:09:00,24509.125,24509.125,0.0,BE,22.125,-7.875,14
10,2,25,20,8,false,false,2018-03-02,2018-03-02 08:31:00,6675.0,6675.0,0.0,BE,8.75,-4.5,6
10,2,25,20,8,false,false,2020-11-18,2020-11-18 09:20:00,11943.375,11968.375,25.0,WIN,29.625,-7.125,29
10,2,25,20,8,false,false,2020-12-21,2020-12-21 08:31:00,12589.125,12589.125,0.0,BE,12.375,-5.625,17
10,2,25,20,8,false,false,2021-02-16,2021-02-16 08:42:00,13837.25,13837.25,0.0,BE,9.75,-1.25,29
10,2,25,20,8,false,false,2021-02-18,2021-02-18 10:15:00,13531.625,13531.625,0.0,BE,10.375,-3.625,24
10,2,25,20,8,false,false,2021-03-24,2021-03-24 08:53:00,12977.5,12977.5,0.0,BE,10.25,-6.5,57
10,2,25,20,8,false,false,2022-02-11,2022-02-11 09:20:00,14613.25,14613.25,0.0,BE,28.75,-1.5,38
